instrument,technique,technique_family,n_samples,F1_hz,F2_hz,F3_hz,F4_hz,F5_hz,F6_hz,F1_db,F2_db,F3_db,F4_db,F5_db,F6_db,F1_mean,F1_std,F1_q25,F1_q75,F2_mean,F2_std,F2_q25,F2_q75,F3_mean,F3_std,F3_q25,F3_q75,F4_mean,F4_std,F5_mean,F5_std,F6_mean,F6_std,reliability_score,rugosity,suddenness,mean_kurtosis,mean_irregularity
Clarinette en Sib,note_lasting,other,46,592.2,1335.1,1873.4,2314.8,2950.0,3337.6,-36.65,-29.67,-28.38,-32.11,-32.54,-33.18,755.8,546.8,290.7,1109.0,1622.9,964.2,882.9,2228.7,2350.2,1319.8,1410.4,3154.6,2721.3,1346.7,2986.5,1202.0,3438.5,1119.6,0.2,0.0,0.0,23.972,0.006
Clarinette en Sib,ordinario,ordinario,126,463.0,1130.5,1496.6,1851.9,2680.9,3273.0,-41.63,-34.35,-32.70,-36.96,-39.69,-38.63,598.2,412.0,258.4,882.9,1316.3,795.2,699.8,1539.6,1724.3,907.6,1152.0,1970.3,2107.8,886.4,2622.7,842.4,3285.4,952.7,0.2,0.0,0.0,50.75,0.005
Clarinette en Sib,ordinario_high_register,ordinario,10,1862.6,3714.5,5254.1,2659.4,3316.1,3671.4,-35.69,-40.87,-49.57,-44.00,-44.37,-39.11,1876.6,162.8,1755.0,2013.4,3474.4,765.6,3316.1,4026.7,4396.4,1501.1,2347.1,5555.6,2584.0,75.4,3133.1,183.0,3606.8,64.6,0.345,0.0,0.0,37.818,0.005
Clarinette en Sib,ordinario_quartertones,ordinario,123,452.2,1055.1,1442.7,1744.2,2250.2,3176.1,-41.63,-36.56,-33.06,-35.31,-39.96,-38.54,588.5,402.0,258.4,861.3,1203.3,654.0,678.3,1518.1,1744.9,900.7,1130.5,2013.4,2177.8,1033.3,2631.0,1096.4,3229.5,896.1,0.2,0.0,0.0,50.483,0.005
Clarinette en Sib,sforzato,other,86,559.9,1205.9,1830.3,2357.9,3111.5,3542.2,-35.51,-26.80,-26.99,-30.13,-30.11,-29.80,712.7,487.0,301.5,1044.4,1522.2,870.8,850.6,1970.3,2263.9,1284.2,1324.3,2788.5,2632.0,1228.5,3044.7,1065.7,3590.7,1061.7,0.2,0.092,0.0,15.911,0.006
Clarinette en Sib,staccato,staccato,45,527.6,1313.5,1765.7,2347.1,2788.5,3509.9,-39.39,-27.69,-27.29,-30.70,-30.74,-30.70,675.9,466.5,279.9,990.5,1432.2,791.7,839.8,1593.5,2124.8,1191.6,1388.9,2196.4,2661.9,1290.2,2893.3,1066.7,3429.9,942.4,0.2,0.0,0.5,25.014,0.007
Clarinette en Sib,trill_major_second_up,trill,38,452.2,893.6,1238.2,1571.9,2045.7,3068.5,-27.41,-13.98,-11.69,-14.74,-22.57,-25.91,558.7,336.9,258.4,829.0,1148.1,593.8,710.6,1593.5,1627.7,781.4,1076.7,2401.0,2000.5,821.0,2256.2,749.0,2768.6,760.1,0.2,0.0,0.0,40.789,0.004
Clarinette en Sib,trill_minor_second_up,trill,40,473.7,990.5,1367.4,1668.8,2067.2,2874.7,-30.41,-19.77,-16.19,-20.12,-24.53,-24.70,577.1,363.1,279.9,839.8,1186.5,652.3,753.7,1604.2,1725.3,940.9,1141.3,2411.7,1895.2,728.5,2187.8,692.6,2638.8,482.8,0.2,0.0,0.0,47.174,0.004
Contrebasse,artificial_harmonic,harmonics,49,183.0,538.3,947.5,1324.3,1755.0,2680.9,-15.42,-24.60,-27.69,-25.32,-34.17,-35.46,197.3,41.8,172.3,204.6,545.1,84.9,484.5,602.9,938.5,108.5,872.1,1012.1,1305.6,119.7,1796.3,352.5,2622.3,619.1,0.587,0.0,0.0,28.635,0.002
Contrebasse,artificial_harmonic_tremolo,harmonics,46,161.5,516.8,915.2,1302.8,1722.7,2540.9,-1.00,-9.42,-15.09,-14.12,-24.41,-31.87,181.4,40.5,161.5,183.0,525.9,74.8,473.7,559.9,923.4,132.8,829.0,1012.1,1285.0,170.7,1735.7,293.2,2408.4,462.7,0.589,0.0,0.0,30.361,0.001
Contrebasse,behind_the_bridge,behind_bridge,4,764.4,1184.3,2347.1,3305.3,4059.0,5792.4,-40.30,-33.09,-36.91,-45.10,-45.38,-40.37,500.6,291.5,226.1,818.3,1090.1,396.9,958.2,1658.1,1975.7,509.1,1905.7,2476.3,2882.8,691.9,3746.8,855.4,5041.5,959.7,0.106,0.126,0.0,14.205,0.002
Contrebasse,chromatic_scale,other,2,172.3,484.5,818.3,1152.0,1518.1,,20.07,3.73,-3.01,0.15,-2.21,,172.3,0.0,172.3,172.3,479.1,5.4,473.7,484.5,807.5,10.8,796.7,818.3,1152.0,0.0,1512.7,5.4,,,0.514,0.0,0.0,29.299,0.0
Contrebasse,col_legno_battuto,col_legno,55,140.0,473.7,1001.3,1388.9,1841.1,2228.7,4.61,-9.19,-17.23,-20.59,-23.38,-28.50,192.4,143.5,118.4,193.8,602.3,205.5,441.4,732.1,995.6,254.5,775.2,1130.5,1381.4,306.2,1846.6,368.0,2612.4,831.1,0.441,0.0,1.0,32.44,0.001
Contrebasse,col_legno_tratto,col_legno,55,161.5,484.5,829.0,1141.3,1432.0,1959.5,-9.71,-24.67,-30.65,-29.88,-32.43,-45.69,172.3,25.9,161.5,172.3,537.5,126.4,452.2,570.6,894.2,146.9,786.0,1022.8,1204.6,154.2,1479.6,161.4,2010.5,337.8,0.611,0.0,1.0,63.232,0.001
Contrebasse,crescendo,crescendo,36,183.0,506.0,979.8,1270.5,1539.6,2411.7,5.30,-7.80,-11.88,-11.05,-13.53,-22.22,195.3,39.0,172.3,193.8,533.2,108.1,484.5,549.1,969.3,176.2,839.8,1065.9,1276.6,189.4,1646.9,406.3,2511.2,753.3,0.601,0.086,0.0,16.183,0.002
Contrebasse,crescendo_to_decrescendo,crescendo,52,172.3,495.3,1012.1,1324.3,1615.0,2508.6,-2.69,-17.66,-21.59,-21.11,-26.08,-32.44,183.0,50.1,161.5,183.0,529.8,133.1,452.2,538.3,978.7,171.9,796.7,1098.2,1328.0,258.8,1755.2,407.5,2359.3,483.9,0.582,0.0,0.0,28.96,0.001
Contrebasse,crushed_to_ordinario,ordinario,48,183.0,473.7,861.3,1205.9,1518.1,1894.9,12.74,-1.00,-7.92,-6.35,-10.79,-18.86,181.0,14.0,172.3,183.0,509.2,128.4,463.0,516.8,903.5,173.2,775.2,1012.1,1210.4,160.4,1598.6,348.6,2044.5,425.6,0.629,0.0,0.0,26.307,0.001
Contrebasse,decrescendo,crescendo,36,183.0,495.3,872.1,1238.2,1539.6,2110.3,4.08,-9.45,-15.32,-13.59,-16.25,-23.83,187.2,25.3,172.3,193.8,518.6,94.5,463.0,538.3,881.4,128.6,786.0,1012.1,1257.9,244.4,1579.1,279.6,2185.6,555.4,0.612,0.048,0.0,18.106,0.002
Contrebasse,hit_on_body,other,5,215.3,958.2,1324.3,1561.2,,,15.02,-2.64,-11.06,-13.19,,,219.6,86.3,172.3,258.4,755.8,275.6,452.2,969.0,1302.8,229.1,1012.1,1571.9,1629.3,195.1,,,,,0.495,0.0,0.0,48.117,0.001
Contrebasse,natural_harmonics_glissandi,harmonics,24,193.8,495.3,947.5,1378.1,1711.9,2648.6,-11.42,-18.40,-26.65,-28.53,-37.63,-40.34,209.5,42.4,183.0,215.3,571.1,200.4,452.2,570.6,1026.0,323.8,861.3,1130.5,1398.8,387.0,1749.0,447.8,2508.6,721.4,0.574,0.0,0.0,48.245,0.001
Contrebasse,non_vibrato,vibrato,297,172.3,473.7,829.0,1162.8,1475.0,2239.5,-1.51,-15.52,-21.06,-19.14,-19.74,-32.45,173.2,35.2,161.5,183.0,497.8,89.7,452.2,506.0,875.8,134.0,775.2,958.2,1217.3,172.2,1600.8,319.5,2311.9,575.9,0.617,0.0,0.0,40.958,0.001
Contrebasse,note_lasting,other,40,172.3,495.3,990.5,1248.9,1496.6,1894.9,0.46,-14.48,-18.55,-17.06,-20.25,-27.46,186.0,38.3,161.5,193.8,520.3,93.4,463.0,516.8,977.1,159.7,818.3,1109.0,1260.9,150.0,1568.6,195.9,2160.2,499.1,0.61,0.0,0.0,33.06,0.002
Contrebasse,on_the_bridge,other,1,172.3,473.7,775.2,1162.8,1507.3,,-9.76,-23.98,-29.83,-27.17,-30.72,,172.3,0.0,172.3,172.3,473.7,0.0,473.7,473.7,775.2,0.0,775.2,775.2,1162.8,0.0,1507.3,0.0,,,0.0,0.124,0.0,14.292,0.0
Contrebasse,on_the_tailpiece,other,1,129.2,559.9,893.6,1528.9,2411.7,,-11.12,-31.56,-36.41,-38.81,-39.90,,129.2,0.0,129.2,129.2,559.9,0.0,559.9,559.9,893.6,0.0,893.6,893.6,1528.9,0.0,2411.7,0.0,,,0.0,0.169,0.0,12.067,0.001
Contrebasse,on_the_tuning_pegs,other,4,258.4,592.2,1173.6,1485.8,1776.5,2401.0,-32.14,-18.43,-34.75,-38.38,-37.59,-42.38,258.4,164.9,129.2,527.6,602.9,151.3,516.8,850.6,1006.7,194.8,818.3,1227.4,1482.2,276.9,1658.1,118.4,2255.6,145.3,0.296,0.0,0.0,68.029,0.001
Contrebasse,ordinario,ordinario,309,172.3,473.7,807.5,1162.8,1464.3,2347.1,-0.49,-14.43,-19.77,-17.68,-17.86,-29.14,175.2,36.2,161.5,183.0,497.5,88.8,452.2,506.0,869.8,140.1,775.2,925.9,1217.0,169.3,1606.4,335.6,2345.2,559.6,0.616,0.0,0.0,40.29,0.002
Contrebasse,ordinario_to_crushed,ordinario,36,183.0,484.5,882.9,1195.1,1453.5,1862.6,10.88,-3.39,-9.65,-7.17,-11.00,-19.31,181.8,16.2,172.3,193.8,517.7,93.6,473.7,527.6,929.2,173.7,786.0,1065.9,1272.9,245.6,1620.6,413.2,2069.9,487.3,0.626,0.0,0.0,27.876,0.001
Contrebasse,ordinario_to_sul_ponticello,ordinario,43,172.3,484.5,925.9,1238.2,1507.3,2088.7,-1.38,-14.87,-22.24,-20.04,-21.72,-33.30,181.5,25.0,172.3,183.0,520.6,114.0,463.0,527.6,938.4,155.4,807.5,1055.1,1260.7,165.3,1609.6,307.9,2237.0,486.6,0.613,0.0,0.0,33.465,0.001
Contrebasse,ordinario_to_sul_tasto,ordinario,46,172.3,484.5,839.8,1184.3,1485.8,1905.7,-5.72,-18.89,-23.26,-19.30,-22.03,-31.54,179.5,37.2,161.5,183.0,509.3,96.5,452.2,516.8,878.4,134.0,786.0,947.5,1205.4,131.2,1548.6,253.3,2043.9,401.1,0.594,0.0,0.0,32.344,0.001
Contrebasse,ordinario_to_tremolo,ordinario,36,183.0,484.5,958.2,1270.5,1582.7,2056.4,8.61,-5.56,-8.70,-7.86,-12.69,-22.18,193.5,31.5,183.0,193.8,524.3,113.7,463.0,516.8,973.2,165.4,829.0,1087.4,1281.2,173.3,1620.9,266.9,2096.9,329.4,0.612,0.0,0.0,27.497,0.001
Contrebasse,pizzicato_bartok,pizzicato,54,204.6,624.5,1001.3,1464.3,1905.7,2325.6,18.19,5.12,3.42,5.11,-0.58,-2.32,212.9,32.7,193.8,226.1,660.0,166.4,506.0,796.7,1016.6,216.9,839.8,1119.7,1449.7,297.7,1904.3,347.3,2594.0,662.4,0.601,0.249,1.0,8.047,0.001
Contrebasse,pizzicato_l_vib,pizzicato,165,150.7,463.0,872.1,1184.3,1485.8,1873.4,8.38,-13.49,-24.90,-28.13,-31.01,-38.45,172.5,102.4,140.0,172.3,514.0,122.4,441.4,549.1,908.4,163.1,775.2,1012.1,1220.0,162.3,1507.9,150.0,1886.1,171.5,0.539,0.0,1.0,182.572,0.001
Contrebasse,pizzicato_secco,pizzicato,165,150.7,463.0,850.6,1216.6,1518.1,2261.0,10.52,-11.93,-23.80,-28.00,-30.45,-41.34,167.7,100.7,140.0,161.5,519.1,146.9,441.4,516.8,908.7,175.8,775.2,1001.3,1246.0,175.5,1632.9,243.3,2500.0,789.5,0.548,0.0,1.0,154.474,0.001
Contrebasse,sforzato,other,72,183.0,473.7,872.1,1205.9,1507.3,1851.9,6.41,-7.67,-13.51,-11.90,-14.62,-20.87,186.2,30.4,172.3,193.8,496.6,61.7,452.2,516.8,896.3,142.4,786.0,1001.3,1212.1,157.1,1600.0,395.1,2143.5,702.9,0.624,0.0,0.0,20.986,0.002
Contrebasse,staccato,staccato,52,172.3,463.0,872.1,1216.6,1539.6,1841.1,9.95,-4.38,-11.79,-9.46,-13.91,-20.14,186.1,44.7,161.5,193.8,483.5,66.7,452.2,484.5,911.4,147.6,786.0,1022.8,1217.1,148.4,1566.0,305.3,2158.1,642.5,0.644,0.0,0.5,36.181,0.002
Contrebasse,sul_ponticello,sul_ponticello,76,183.0,473.7,839.8,1162.8,1475.0,2164.1,-1.52,-10.93,-16.95,-14.96,-15.35,-28.12,188.0,16.6,172.3,193.8,515.5,118.3,452.2,516.8,877.5,120.0,796.7,958.2,1219.6,148.6,1628.7,310.7,2291.0,489.4,0.625,0.0,0.0,35.797,0.001
Contrebasse,sul_ponticello_to_ordinario,ordinario,40,183.0,506.0,915.2,1227.4,1528.9,2390.2,-4.14,-17.72,-22.34,-18.88,-22.06,-31.64,187.6,29.1,172.3,193.8,528.1,82.7,473.7,549.1,954.2,158.4,829.0,1109.0,1268.8,170.1,1656.2,329.0,2389.5,375.5,0.606,0.0,0.0,30.432,0.001
Contrebasse,sul_ponticello_to_sul_tasto,sul_ponticello,46,183.0,473.7,829.0,1152.0,1485.8,1851.9,-3.38,-15.65,-20.86,-16.73,-19.54,-26.75,187.7,29.0,172.3,193.8,483.6,56.1,463.0,495.3,838.2,80.3,775.2,882.9,1161.2,83.0,1489.2,137.3,2008.1,349.7,0.607,0.0,0.0,24.946,0.001
Contrebasse,sul_ponticello_tremolo,sul_ponticello,75,172.3,484.5,829.0,1141.3,1464.3,2024.1,8.78,2.03,-3.13,-2.42,-3.53,-16.14,171.4,11.4,161.5,172.3,490.7,70.8,452.2,495.3,863.3,112.1,786.0,893.6,1202.6,145.2,1593.3,265.9,2159.5,457.5,0.633,0.0,0.0,25.949,0.001
Contrebasse,sul_tasto,sul_tasto,73,172.3,473.7,807.5,1141.3,1464.3,1905.7,-4.86,-17.13,-22.37,-20.65,-22.30,-32.09,179.8,50.7,161.5,172.3,508.5,110.5,452.2,506.0,868.0,139.5,775.2,904.4,1209.1,165.5,1584.8,266.8,2211.6,492.1,0.579,0.0,0.0,42.849,0.001
Contrebasse,sul_tasto_to_ordinario,ordinario,43,172.3,506.0,947.5,1238.2,1528.9,2519.4,-8.07,-20.73,-25.50,-21.68,-26.38,-37.34,181.3,39.3,161.5,183.0,556.6,153.0,473.7,581.4,965.9,162.5,807.5,1119.7,1281.0,162.3,1646.1,347.8,2421.3,522.5,0.591,0.0,0.0,32.735,0.001
Contrebasse,sul_tasto_to_sul_ponticello,sul_ponticello,43,172.3,495.3,893.6,1205.9,1507.3,2078.0,-6.56,-19.34,-25.20,-22.30,-26.70,-37.04,183.5,30.3,161.5,193.8,519.1,99.1,463.0,549.1,918.4,144.8,796.7,990.5,1235.3,175.0,1599.6,293.9,2200.4,432.4,0.605,0.0,0.0,26.282,0.001
Contrebasse,sul_tasto_tremolo,sul_tasto,75,172.3,463.0,796.7,1152.0,1464.3,2045.7,9.08,-3.88,-9.39,-9.50,-11.41,-25.38,180.4,35.9,161.5,172.3,486.1,69.4,452.2,484.5,842.5,119.1,775.2,872.1,1179.5,132.5,1487.3,168.1,2221.1,433.4,0.596,0.0,0.0,28.374,0.001
Contrebasse,tremolo,tremolo,228,183.0,473.7,807.5,1141.3,1464.3,1873.4,15.41,2.00,-3.40,-2.93,-4.88,-15.19,183.6,22.0,172.3,183.0,491.2,93.7,463.0,484.5,849.1,122.4,775.2,861.3,1174.8,126.7,1531.6,254.5,2079.1,405.9,0.64,0.0,0.0,29.522,0.001
Contrebasse,tremolo_to_ordinario,ordinario,36,183.0,484.5,829.0,1162.8,1550.4,1894.9,12.41,-1.47,-7.05,-5.04,-9.89,-16.21,195.6,30.7,172.3,204.6,528.2,126.0,463.0,527.6,900.5,159.4,786.0,990.5,1221.4,160.0,1556.1,185.0,2039.0,388.2,0.604,0.0,0.0,24.086,0.001
Contrebasse,trill_major_second_up,trill,54,172.3,473.7,818.3,1141.3,1453.5,2282.5,7.69,-4.98,-9.51,-6.60,-7.65,-23.14,183.8,32.2,172.3,183.0,490.9,64.9,463.0,484.5,852.4,100.4,796.7,861.3,1200.7,183.5,1506.7,222.0,2205.5,438.1,0.602,0.0,0.0,38.897,0.001
Contrebasse,trill_minor_second_up,trill,54,172.3,473.7,818.3,1141.3,1464.3,1862.6,3.36,-9.79,-13.49,-10.59,-10.88,-23.58,178.8,32.5,161.5,183.0,506.0,114.9,463.0,495.3,885.3,239.5,796.7,872.1,1208.9,227.6,1547.8,287.3,2166.2,529.8,0.608,0.0,0.0,43.892,0.001
Contrebasse+sourdine,non_vibrato,vibrato,143,172.3,473.7,839.8,1162.8,1561.2,1938.0,-3.34,-20.03,-26.59,-26.36,-27.88,-29.82,178.4,41.7,150.7,183.0,538.9,155.6,452.2,538.3,907.9,176.8,764.4,1033.6,1246.5,235.3,1657.7,269.2,2320.4,662.6,0.614,0.0,0.0,33.37,0.001
Contrebasse+sourdine,ordinario,ordinario,156,161.5,473.7,839.8,1130.5,1550.4,1905.7,-2.43,-19.23,-25.62,-24.78,-26.85,-28.27,178.8,46.2,150.7,183.0,531.0,130.6,452.2,549.1,903.5,172.3,753.7,1044.4,1238.6,226.4,1635.4,264.4,2309.8,671.2,0.612,0.0,0.0,34.375,0.002
Contrebasse+sourdine,tremolo,tremolo,52,183.0,473.7,839.8,1098.2,1539.6,2067.2,10.06,-5.34,-11.71,-9.94,-14.43,-22.95,185.5,27.7,172.3,183.0,494.2,97.3,463.0,495.3,884.1,151.4,764.4,1012.1,1207.0,212.8,1634.2,246.9,2192.7,408.1,0.609,0.0,0.0,23.327,0.001
Flûte,aeolian,breath_tone,13,344.5,807.5,1130.5,1496.6,1884.2,2282.5,-21.33,-31.12,-24.29,-22.12,-25.22,-28.95,355.3,84.1,290.7,430.7,763.6,196.6,581.4,925.9,1170.2,189.1,1001.3,1335.1,1536.3,242.1,1879.2,311.5,2280.9,395.2,0.477,0.274,0.0,6.814,0.001
Flûte,aeolian_and_ordinario,ordinario,114,613.7,1087.4,1475.0,1927.2,2347.1,2777.8,-33.74,-26.12,-24.82,-27.04,-27.97,-31.65,672.7,307.2,419.9,969.0,1071.6,331.2,818.3,1356.6,1483.9,349.9,1195.1,1679.6,1952.3,519.1,2571.5,865.7,3362.4,1321.4,0.2,0.064,0.0,17.324,0.003
Flûte,aeolian_to_ordinario,ordinario,10,786.0,1184.3,1582.7,1927.2,2433.3,3176.1,-37.42,-27.92,-22.95,-23.81,-35.23,-35.02,680.4,306.2,398.4,969.0,1081.0,326.0,796.7,1270.5,1460.0,370.1,1173.6,1604.2,2061.8,758.0,2698.1,1115.0,3614.3,1520.9,0.14,0.0,0.0,21.493,0.003
Flûte,chromatic_scale,other,2,936.7,1453.5,1970.3,2551.7,,,9.63,-14.28,-9.94,-16.87,,,925.9,10.8,915.2,936.7,1432.0,21.5,1410.4,1453.5,1964.9,5.4,1959.5,1970.3,2514.0,37.7,,,,,0.498,0.017,0.0,19.629,0.001
Flûte,crescendo,crescendo,33,624.5,1119.7,1539.6,1970.3,2530.2,3348.4,-29.63,-22.30,-22.79,-22.99,-23.38,-31.56,673.1,228.2,495.3,893.6,1080.2,225.4,936.7,1259.7,1516.5,286.1,1313.5,1755.0,1978.4,361.2,2504.4,500.8,3377.5,883.3,0.308,0.146,0.0,13.196,0.004
Flûte,crescendo_to_decrescendo,crescendo,37,656.8,1119.7,1539.6,2045.7,2476.3,3154.6,-37.64,-28.15,-31.97,-29.34,-33.14,-38.15,669.0,290.8,419.9,925.9,1071.4,298.4,839.8,1270.5,1513.4,340.9,1248.9,1755.0,2052.3,561.2,2659.9,880.3,3559.3,1345.4,0.214,0.041,0.0,18.465,0.004
Flûte,decrescendo,crescendo,33,753.7,1195.1,1604.2,1981.1,2390.2,3003.9,-31.42,-23.81,-23.04,-24.92,-27.02,-32.24,755.0,276.2,516.8,969.0,1170.3,272.5,1001.3,1345.8,1594.4,320.1,1410.4,1787.3,2126.2,575.4,2853.1,1113.3,3425.9,1189.0,0.236,0.152,0.0,12.905,0.004
Flûte,discolored_fingering,other,34,710.6,1141.3,1550.4,2056.4,2637.8,3746.8,-39.77,-35.19,-35.13,-35.92,-38.76,-43.44,724.5,303.9,463.0,1001.3,1158.4,326.6,904.4,1421.2,1539.3,374.7,1281.2,1765.7,2167.6,686.8,2901.1,981.8,3973.2,1460.5,0.2,0.049,0.0,18.071,0.003
Flûte,flatterzunge,flutter,116,570.6,1065.9,1518.1,1916.5,2314.8,2627.1,-24.67,-18.29,-18.30,-19.90,-22.09,-25.57,685.4,331.0,419.9,1022.8,1094.9,357.3,786.0,1388.9,1520.3,416.4,1216.6,1808.8,2077.3,754.4,2682.2,1105.1,3077.7,1118.5,0.2,0.211,0.0,9.949,0.003
Flûte,flatterzunge_to_ordinario,ordinario,33,710.6,1109.0,1550.4,1938.0,2347.1,2767.0,-28.86,-21.69,-21.68,-22.63,-21.90,-27.84,708.3,291.4,441.4,947.5,1232.6,499.0,882.9,1421.2,1706.3,709.3,1324.3,1776.5,2157.5,760.1,2547.1,1007.8,2843.9,812.5,0.213,0.114,0.0,14.786,0.003
Flûte,harmonic_fingering,harmonics,38,861.3,1410.4,1755.0,2271.8,2831.6,4015.9,-30.94,-27.48,-26.81,-28.31,-33.32,-36.03,930.2,222.5,764.4,1065.9,1352.3,254.0,1130.5,1561.2,1726.3,288.4,1464.3,1970.3,2172.0,354.7,2901.3,710.6,4139.5,1049.1,0.316,0.313,0.0,4.829,0.003
Flûte,jet_whistle,other,1,2034.9,2379.4,2584.0,2950.0,3273.0,3768.3,13.86,15.21,12.69,6.06,7.55,3.08,2034.9,0.0,2034.9,2034.9,2379.4,0.0,2379.4,2379.4,2584.0,0.0,2584.0,2584.0,2950.0,0.0,3273.0,0.0,3768.3,0.0,0.0,0.221,0.0,9.427,0.0
Flûte,key_click,key_click,15,398.4,786.0,1119.7,1421.2,1830.3,2185.6,-31.84,-38.95,-36.69,-38.12,-40.57,-46.46,394.1,82.5,312.2,473.7,791.7,172.3,624.5,925.9,1134.8,227.9,947.5,1324.3,1636.5,754.8,1991.8,858.9,2398.8,863.5,0.488,0.018,1.0,19.584,0.003
Flûte,multiphonics,multiphonic,32,430.7,872.1,1270.5,1604.2,1938.0,2476.3,-31.79,-32.88,-33.40,-36.51,-37.06,-39.91,470.4,120.5,409.1,516.8,917.5,239.5,764.4,1022.8,1290.0,269.9,1130.5,1399.7,1682.3,331.0,2101.5,422.9,2724.6,866.4,0.469,0.0,0.0,20.93,0.003
Flûte,note_lasting,other,37,624.5,1065.9,1561.2,2002.6,2508.6,3326.9,-33.20,-25.11,-26.65,-25.68,-28.46,-34.17,680.9,292.1,419.9,936.7,1071.1,300.4,829.0,1335.1,1536.1,329.8,1248.9,1765.7,1994.4,418.6,2553.7,666.5,3685.4,1271.9,0.212,0.066,0.0,17.202,0.005
Flûte,ordinario,ordinario,118,742.9,1162.8,1593.5,1981.1,2444.0,3122.3,-38.12,-30.34,-27.83,-26.95,-33.53,-37.43,731.5,324.1,463.0,969.0,1174.3,375.1,882.9,1453.5,1608.9,465.1,1324.3,1862.6,2048.4,626.8,2633.9,771.3,3455.7,1201.3,0.2,0.01,0.0,20.027,0.004
Flûte,ordinario_quartertones,ordinario,111,689.1,1141.3,1625.8,1970.3,2293.3,2896.2,-39.08,-31.07,-29.31,-28.05,-31.70,-38.41,722.6,336.4,430.7,979.8,1166.8,378.6,850.6,1485.8,1595.8,485.8,1281.2,1830.3,2022.3,503.7,2567.8,758.3,3362.1,1139.4,0.2,0.0,0.0,21.847,0.004
Flûte,ordinario_to_aeolian,ordinario,37,549.1,1087.4,1453.5,1970.3,2540.9,3165.4,-31.91,-28.22,-29.36,-29.42,-31.74,-35.30,617.5,249.4,452.2,829.0,1094.4,325.9,915.2,1238.2,1582.1,450.7,1248.9,1905.7,2047.1,593.6,2726.9,871.8,3467.4,1187.4,0.276,0.044,0.0,18.303,0.004
Flûte,ordinario_to_flatterzunge,ordinario,33,742.9,1259.7,1593.5,2024.1,2465.6,2637.8,-27.55,-20.81,-20.43,-25.46,-26.82,-29.24,723.6,274.5,473.7,969.0,1166.4,296.9,947.5,1378.1,1553.7,315.1,1399.7,1776.5,2122.7,614.7,2789.9,1057.7,3384.0,1310.9,0.238,0.121,0.0,14.471,0.003
Flûte,pizzicato,pizzicato,20,398.4,710.6,1216.6,1604.2,2056.4,2788.5,-20.46,-31.26,-24.85,-21.08,-29.29,-25.84,372.5,136.6,279.9,473.7,718.1,192.6,559.9,872.1,1223.1,197.5,1098.2,1367.4,1613.4,239.7,2190.5,549.1,3012.0,792.3,0.422,0.242,1.0,8.379,0.002
Flûte,play_and_sing,other,21,376.8,786.0,1173.6,1518.1,1851.9,2261.0,-20.87,-22.83,-17.18,-19.01,-18.80,-20.26,386.1,106.5,312.2,463.0,791.1,197.7,635.2,947.5,1166.4,231.3,979.8,1345.8,1531.4,243.5,1895.4,304.3,2283.0,349.1,0.47,0.137,0.0,13.673,0.002
Flûte,play_and_sing_unison,other,17,409.1,796.7,1195.1,1561.2,1948.8,2368.7,-29.35,-37.34,-29.47,-30.40,-32.27,-34.20,402.8,121.3,301.5,484.5,825.2,235.1,624.5,1001.3,1255.9,239.4,1065.9,1496.6,1616.3,298.7,2022.9,377.1,2536.5,475.3,0.436,0.0,0.0,33.394,0.005
Flûte,sforzato,other,70,742.9,1184.3,1615.0,2002.6,2454.8,3111.5,-32.33,-23.20,-23.33,-25.06,-27.37,-30.11,749.2,272.1,506.0,990.5,1184.0,341.8,947.5,1388.9,1651.3,402.9,1378.1,1808.8,2191.2,626.4,2806.9,1003.3,3510.4,1127.1,0.242,0.167,0.0,12.146,0.005
Flûte,staccato,staccato,37,570.6,1195.1,1615.0,2067.2,2605.5,3509.9,-29.65,-25.09,-24.44,-25.38,-29.93,-33.92,672.5,320.6,409.1,979.8,1147.4,470.1,796.7,1388.9,1760.5,678.1,1335.1,1851.9,2256.2,937.5,2721.3,752.1,3646.8,1253.6,0.2,0.127,0.5,14.171,0.006
Flûte,tongue_ram,tongue_ram,15,193.8,581.4,1216.6,1722.7,3068.5,5566.3,0.01,-18.84,-21.55,-20.23,-21.68,-19.89,207.4,35.0,183.0,236.9,628.1,164.6,473.7,775.2,1159.9,318.9,786.0,1453.5,2210.0,1249.7,3310.4,1621.0,4226.2,1654.2,0.559,0.331,1.0,3.953,0.002
Flûte,trill_major_second_up,trill,34,732.1,1378.1,1744.2,1981.1,1884.2,2034.9,-29.16,-21.14,-20.60,-23.68,-21.78,-24.69,840.7,461.2,452.2,1162.8,1443.1,733.1,872.1,1884.2,2018.5,981.4,1152.0,2788.5,2266.1,1219.2,2256.8,890.1,2373.3,868.9,0.2,0.0,0.0,31.118,0.004
Flûte,trill_minor_second_up,trill,38,764.4,1442.7,1862.6,1798.0,2110.3,2142.6,-32.19,-24.32,-24.36,-24.32,-26.19,-26.92,816.8,429.0,430.7,1152.0,1449.5,733.1,850.6,1884.2,2133.9,1118.5,1281.2,2874.7,2208.6,1113.6,2308.2,1052.6,2360.4,710.9,0.2,0.0,0.0,29.062,0.004
Flûte,whistle_tones,other,10,150.7,463.0,1033.6,1496.6,1938.0,2519.4,-36.95,-42.81,-36.44,-38.23,-41.38,-46.88,159.3,15.8,150.7,172.3,638.5,383.0,398.4,786.0,1039.6,97.8,979.8,1109.0,1478.6,130.4,1959.5,148.7,2584.0,261.6,0.566,0.0,0.0,21.261,0.002
